authors,title,keywords,periodical,id
"Maltais-Landry, G; Maranger, R; Brisson, J; Chazarenc, F",Nitrogen transformations and retention in planted and artificially aerated constructed wetlands,Horizontal subsurface flow; constructed wetlands; Nitrogen; Nitrification; Denitrification; Macrophytes species; Artificial aeration,WATER RESEARCH,10.1016/j.watres.2008.10.040
"Jing, ZQ; Wang, Z; Lu, XW; Li, XN",Performance of Biological-ecological Process for Rural Domestic Sewage Treatment in Taihu Lake Region,biological-ecological; rural domestic sewage; anaerobic hydrolysis; waterfall aeration; constructed wetland,"2009 INTERNATIONAL CONFERENCE ON ENVIRONMENTAL SCIENCE AND INFORMATION APPLICATION TECHNOLOGY, VOL II, PROCEEDINGS",10.1109/ESIAT.2009.129
"Adeola, S; Revitt, M; Shutes, B; Garelick, H; Jones, H; Jones, C",CONSTRUCTED WETLAND CONTROL OF BOD LEVELS IN AIRPORT RUNOFF,aerated pond; anti- and de-icing fluids (ADFs); bacteria populations,INTERNATIONAL JOURNAL OF PHYTOREMEDIATION,10.1080/15226510802363220
"MacPhee, NB; Gordon, R; Gagnon, GA; Stratton, GW; Blanchard, J; Wood, JD",EVALUATION OF A DIFFUSED AIR AERATION SYSTEM FOR A CONSTRUCTED WETLAND RECEIVING DAIRY WASTEWATER,Agricultural wastewater; Artificial aeration; Treatment wetlands,TRANSACTIONS OF THE ASABE,
"Tang, XQ; Huang, SL; Scholz, M",Nutrient Removal in Wetlands During Intermittent Artificial Aeration,subsurface vertical-flow constructed wetland; biomass; intermittent artificial aeration; substrate; denitrification; eutrophic river water,ENVIRONMENTAL ENGINEERING SCIENCE,10.1089/ees.2007.0260
"Karabelnik, K; Noorvee, A; Poldvere, E; Mander, U",Batch-operation as a method to enhance oxygen supply in a constructed wetland,aeration capacity; batch operation; constructed wetland; LWA filter system; oxygen supply; re-circulation,GEO-ENVIRONMENT AND LANDSCAPE EVOLUTION III,
"Wallace, S; Nivala, J; Meyers, T",Statistical Analysis of Treatment Performance in Aerated and Nonaerated Subsurface Flow Constructed Wetlands,Aeration; coliform bacteria; constructed wetland; suspended solids,"WASTEWATER TREATMENT, PLANT DYNAMICS AND MANAGEMENT IN CONSTRUCTED AND NATURAL WETLANDS",10.1007/978-1-4020-8235-1_15
"Paredes, D; Kuschk, P; Koser, H",Influence of plants and organic matter on the nitrogen removal in laboratory-scale model subsurface flow constructed wetlands inoculated with anaerobic ammonium oxidizing bacteria,bioremediation; constructed wetlands; denitrification; nitrification,ENGINEERING IN LIFE SCIENCES,10.1002/elsc.200700030
"Wang, CY; Fang, F; Guo, JS",Experimental study on CRI treating sewage at different wet/dry ratios in Three Gorges Reservoir Region,constructed rapid infiltration system; wet/dry ratio; aeration; Three Gorges Reservoir Region; sewage,JOURNAL OF CENTRAL SOUTH UNIVERSITY OF TECHNOLOGY,10.1007/s11771-007-0452-y
"Nivala, J; Hoos, MB; Cross, C; Wallace, S; Parkin, G","Treatment of landfill leachate using an aerated, horizontal subsurface-flow constructed wetland",aeration; ammonia; clogging; cold climate; constructed wetland; horizontal subsurface flow (HSSF); iron; landfill leachate; nitrogen,SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2006.12.030
"Maltais-Landry, G; Chazarenc, F; Comeau, Y; Troesch, S; Brisson, J","Effects of artificial aeration, macrophyte species, and loading rate on removal efficiency in constructed wetland mesocosms treating fish farm wastewater",horizontal subsurface flow constructed wetlands; artificial aeration; loading rates; Phragmites australis; Typha angustifolia; fish farm wastewater,JOURNAL OF ENVIRONMENTAL ENGINEERING AND SCIENCE,10.1139/S06-069
"White, SD; Deegan, BM; Ganf, GG",The influence of water level fluctuations on the potential for convective flow in the emergent macrophytes Typha domingensis and Phragmites australis,plant aeration; internal pressurisation; O-2 transport; resistance; bulk flow; wetland plant,AQUATIC BOTANY,10.1016/j.aquabot.2007.01.006
"Zaytsev, I; Nurk, K; Poldvere, E; Noorvee, A; Mander, U",The effects of flow regime and temperature on the wastewater purification efficiency of a pilot hybrid constructed wetland,aeration; design; hybrid constructed wetland; limestone; LWA; recirculation,WATER RESOURCES MANAGEMENT IV,10.2495/WRM070401
"Ouellet-Plamondon, C; Chazarenc, F; Comeau, Y; Brisson, J",Artificial aeration to increase pollutant removal efficiency of constructed wetlands in cold climate,horizontal subsurface flow constructed wetland; aeration fish farm effluent; cold climate,ECOLOGICAL ENGINEERING,10.1016/j.ecoleng.2006.03.006
"Munoz, P; Drizo, A; Hession, WC",Flow patterns of dairy wastewater constructed wetlands in a cold climate,constructed wetlands; tracer study; aeration; hydraulic efficiency,WATER RESEARCH,10.1016/j.watres.2006.06.036
"Kirzhner, F; Zimmels, Y",Water vapor and air transport through ponds with floating aquatic plants,water plants; evaporation; evapotranspiration; wastewater; treatment; test; bubble; aeration,WATER ENVIRONMENT RESEARCH,10.2175/106143005X73127
"Striker, GG; Insausti, P; Grimoldi, AA; Leon, RJC",Root strength and trampling tolerance in the grass Paspalum dilatatum and the dicot Lotus glaber in flooded soil,aerenchyma; flooding; soil compaction,FUNCTIONAL ECOLOGY,10.1111/j.1365-2435.2006.01075.x
"Carter, JL; Colmer, TD; Veneklaas, EJ",Variable tolerance of wetland tree species to combined salinity and waterlogging is related to regulation of ion uptake and production of organic solutes,aerenchyma; folial Na+ and Cl- concentrations; leaf sap osmotic potential; methyl proline; proline; salinity; waterlogging; woody species,NEW PHYTOLOGIST,10.1111/j.1469-8137.2005.01552.x
"Admon, S; Tarre, S; Sabbah, I; Lahav, O; Beliavski, M; Green, M",Treatment of presettled municipal wastewater using a passively aerated vertical bed,vertical flow constructed wetlands; sewage treatment; clogging; rest period; passive aeration,ENVIRONMENTAL ENGINEERING SCIENCE,10.1089/ees.2005.22.707
"Picek, T; Dusek, J; Zemanova, K",Nitrogen transformations and microbial activities in gravel bed horizontal subsurface flow constructed wetlands - Aerobic and anaerobic incubation experiments,aeration conditions; anaerobic conditions; constructed wetlands; denitrification; gravel beds; horizontal flow systems; methanogenesis; nitrification; nitrogen; waste-water treatment,"Natural and Constructed Wetlands: Nutrients, Metals and Management",
"Noorvee, A; Poldvere, E; Mander, U",The effect of a vertical flow filter bed on a hybrid constructed wetland system,aeration; denitrification; design; hybrid constructed wetland; nitrification; oxygen supply,WATER SCIENCE AND TECHNOLOGY,
"Wallace, S; Kadlec, R",BTEX degradation in a cold-climate wetland system,aeration; benzene; BTEX; cold-climate; subsurface-flow wetland,WATER SCIENCE AND TECHNOLOGY,
"Tanner, CC",Plants as ecosystem engineers in subsurface-flow treatment wetlands,aeration; constructed wetlands; natural systems; nutrient removal; phytoremediation; wetland plants,WATER SCIENCE AND TECHNOLOGY,
"Revitt, DM; Worrall, P; Brewer, D",The integration of constructed wetlands into a treatment system for airport runoff,aeration; airport runoff; BOD removal; constructed wetlands; glycol,WATER SCIENCE AND TECHNOLOGY,
"Yan, X; Du, L; Shi, S; Xing, G",Nitrous oxide emission from wetland rice soil as affected by the application of controlled-availability fertilizers and mid-season aeration,nitrous oxide flux; inorganic nitrogen concentrations; soil water; wetland rice soil; re-flooding period,BIOLOGY AND FERTILITY OF SOILS,10.1007/s003740000215
"Li, XZ; Hao, X; Zhu, DY",A modified aeration process for promoting nutrient removal using water hyacinth to treat sewage,nutrient removal; water hyacinth; aeration; uptake of plant; chlorosis,ENVIRONMENTAL TECHNOLOGY,10.1080/09593332108618093
"Cottingham, PD; Davies, TH; Hart, BT",Aeration to promote nitrification in constructed wetlands,constructed wetlands; reed beds; nitrogen removal; nitrification; denitrification; aeration,ENVIRONMENTAL TECHNOLOGY,10.1080/09593332008616794
"Costa-Pierce, BA","Preliminary investigation of an integrated aquaculture-wetland ecosystem using tertiary-treated municipal wastewater in Los Angeles County, California",integrated aquaculture wetland ecosystem; inorganic nitrogen removal; tertiary-treated wastewater; Eichhornia crassipes; solar energy aeration system,ECOLOGICAL ENGINEERING,10.1016/S0925-8574(98)00003-2
"Edwards, J; Gray, KR; Biddlestone, AJ",Improved aeration of downflow reed beds to treat high strength wastewaters,aeration; COD; constructed wetlands; vertical flow reed beds; wastewater treatment,"1997 JUBILEE RESEARCH EVENT, VOLS 1 AND 2",
"Szogi, AA; Humenik, FJ; Rice, JM; Hunt, PG",Swine wastewater treatment by media filtration,aeration; anaerobic lagoon; nitrification; phosphorus; solids removal; trickling filter,JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART B-PESTICIDES FOOD CONTAMINANTS AND AGRICULTURAL WASTES,10.1080/03601239709373115
"Pezeshki, SR",Photosynthesis and root growth in Spartina alterniflora in relation to root zone aeration,anaerobiosis; leaf conductance; plant-soil interactions; redox potential; rhizotron; wetland plants,PHOTOSYNTHETICA,10.1023/A:1006820019220
"Brix, H",Do macrophytes play a role in constructed treatment wetlands?,hydraulic conductivity; biochemical oxygen demand; rhizosphere; oxygen transport; root oxygen release; aeration; nutrient uptake,WATER SCIENCE AND TECHNOLOGY,10.1016/S0273-1223(97)00047-4
"Pezeshki, SR; DeLaune, RD",Responses of Spartina alterniflora and Spartina patens to rhizosphere oxygen deficiency,Anaerobiosis; coastal vegetation; flooding; hypoxia; microcosm; photosynthesis; redox potential; wetland,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,
"Martin, CD; Johnson, KD",The use of extended aeration and in-series surface-flow wetlands for landfill leachate treatment,emergent macrophytes; evapotranspiration; hydraulic loading; industrial wastewater; landfill leachate; rapid infiltration basin; surface flow; water budget,WATER SCIENCE AND TECHNOLOGY,10.1016/0273-1223(95)00612-5
"Zheng, FP; Huang, LL; Pan, J; Fan, LL; Wang, SY; Tan, CQ",Does influent surface organic loading and aeration mode affect nitrogen removal and N2O emission in subsurface wastewater infiltration systems?,Surface organic loading; Aeration mode; Functional genes; N2O; Nitrogen,ECOLOGICAL ENGINEERING,10.1016/j.ecoleng.2018.09.015
"Han, BC; Jiang, WL; Zhang, Y; Wei, W; Chen, J",Profile of organic carbon and nitrogen removal by a continuous flowing conventional activated sludge reactor with pulse aeration,Activated sludge; Pulse aeration; Nitrogen removal; Denitrifier; Bacteria community,PROCESS SAFETY AND ENVIRONMENTAL PROTECTION,10.1016/j.psep.2018.05.022
"Zheng, FP; Zhao, Y; Li, ZQ; Tan, CQ; Pan, J; Fan, LL; Xiao, L; Hou, WY",Nitrogen removal and N2O emission by shunt distributing wastewater in aerated or non-aerated subsurface wastewater infiltration systems under different shunt ratios,intermittent aeration; N2O; shunt distributing wastewater; shunt ratio; subsurface wastewater infiltration system,WATER SCIENCE AND TECHNOLOGY,10.2166/wst.2018.302
"Hou, J; Wang, X; Wang, J; Xia, L; Zhang, YQ; Li, DP; Ma, XF",Pathway governing nitrogen removal in artificially aerated constructed wetlands: Impact of aeration mode and influent chemical oxygen demand to nitrogen ratios,Constructed wetlands; Biological nitrogen removal; Anammox; Influent COD/N; Intermittent aeration,BIORESOURCE TECHNOLOGY,10.1016/j.biortech.2018.02.042
"Jiang, YY; Sun, YF; Pan, J; Qi, SY; Chen, QY; Tong, DL",Nitrogen removal and N2O emission in subsurface wastewater infiltration systems with/without intermittent aeration under different organic loading rates,N2O; Subsurface wastewater infiltration system; Intermittent aeration; Nitrogen removal functional genes; Organic loading rate,BIORESOURCE TECHNOLOGY,10.1016/j.biortech.2017.07.135
"Pan, J; Qi, SY; Sun, YF; Jiang, YY; Zhao, N; Huang, LL; Sun, YN",Nitrogen removal and nitrogen functional gene abundances in three subsurface wastewater infiltration systems under different modes of aeration and influent C/N ratios,C/N ratio; Aeration mode; Nitrogen; Nitrogen functional gene,BIORESOURCE TECHNOLOGY,10.1016/j.biortech.2017.05.112
"Fei, HX; Pan, J; Tong, DL; Huang, LL; Yu, L; Sun, YF; Qi, SY; Huang, YY",Effect of COD/N Ratio on Removal Performances in Two Subsurface Wastewater Infiltration Systems,subsurface wastewater infiltration system; intermittent aeration; COD/N ratio; pollutants removal; dissolved oxygen,WATER ENVIRONMENT RESEARCH,10.2175/106143017X14839994522867
"Sun, YF; Pan, J; Qi, SY; Fei, HX",Effects of hydraulic loading rate and aeration mode on nitrogen removal and nitrogen functional gene abundances in subsurface wastewater infiltration systems,continuous aeration; denitrification; intermittent aeration; nitrification,WATER SCIENCE AND TECHNOLOGY,10.2166/wst.2017.208
"Phenrat, T; Teeratitayangkul, P; Prasertsung, I; Parichatprecha, R; Jitsangiam, P; Chomchalow, N; Wichai, S",Vetiver plantlets in aerated system degrade phenol in illegally dumped industrial wastewater by phytochemical and rhizomicrobial degradation,Phenol; Root-produced peroxideand peroxidase; Rhizomicrobial degradation; Phytoremediation; Illegal dumping; Wastewater,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,10.1007/s11356-016-7707-9
"Hou, J; Xia, L; Ma, T; Zhang, YQ; Zhou, YY; He, XG",Achieving short-cut nitrification and denitrification in modified intermittently aerated constructed wetland,Nitrogen removal pathway; Intermittent aeration control; Partial nitrification; Vertical flow constructed wetland,BIORESOURCE TECHNOLOGY,10.1016/j.biortech.2017.02.027
"Carballeira, T; Ruiz, I; Soto, M",Aerobic and anaerobic biodegradability of accumulated solids in horizontal subsurface flow constructed wetlands,Clogging; Solids accumulation; Solids biodegradation; Plants; Constructed wetlands,INTERNATIONAL BIODETERIORATION & BIODEGRADATION,10.1016/j.ibiod.2016.10.048
"Chyan, JM; Jhu, YX; Chen, IM; Shiu, RF",Improvement of nitrogen removal by external aeration and intermittent circulation in a subsurface flow constructed wetland of landscape garden ponds,Subsurface flow constructed wetlands; Landscape garden ponds; Ammonium-nitrogen; Nitrate-nitrogen; Aerobic nitrification; Aeration; Circulation,PROCESS SAFETY AND ENVIRONMENTAL PROTECTION,10.1016/j.psep.2016.02.016
"Fei, HX; Tong, DL; Pan, J; Zhang, Y; Huang, LL; Cheng, F; Zheng, FP",Pollutant removal in subsurface wastewater infiltration systems with/without intermittent aeration under different organic pollutant loadings,subsurface wastewater infiltration system; intermittent aeration; oxidation reduction potential; organic pollutant loading; pollutants removal,WATER SA,10.4314/wsa.v42i4.09
"Pan, J; Yuan, F; Zhang, Y; Huang, LL; Yu, L; Zheng, FP; Cheng, F; Zhang, JD",Pollutants removal in subsurface infiltration systems by shunt distributing wastewater with/without intermittent aeration under different shunt ratios,Subsurface infiltration system; Intermittent aeration; Shunt distributing wastewater; Shunt ratios,BIORESOURCE TECHNOLOGY,10.1016/j.biortech.2016.06.079
"Chyan, JM; Lin, CJ; Lin, YC; Chou, YA",Improving removal performance of pollutants by artificial aeration and flow rectification in free water surface constructed wetland,Constructed wetlands; Artificial aeration; Flow rectification; Biochemical oxygen demand; Ammonium-nitrogen,INTERNATIONAL BIODETERIORATION & BIODEGRADATION,10.1016/j.ibiod.2016.04.034
"Pan, J; Yuan, F; Zhang, Y; Huang, LL; Cheng, F; Zheng, FP; Liu, RX",Nitrogen removal in subsurface wastewater infiltration systems with and without intermittent aeration,Subsurface wastewater infiltration system; Intermittent aeration; Organic pollutant loading; Pollutants removal,ECOLOGICAL ENGINEERING,10.1016/j.ecoleng.2016.06.025
"Pan, J; Yuan, F; Yu, L; Huang, LL; Fei, HX; Cheng, F; Zhang, Q",Performance of organics and nitrogen removal in subsurface wastewater infiltration systems by intermittent aeration and shunt distributing wastewater,Subsurface wastewater infiltration system; Intermittent aeration; Shunt distributing wastewater; Oxidation reduction potential; Nitrogen,BIORESOURCE TECHNOLOGY,10.1016/j.biortech.2016.03.133
"Song, SY; Pan, J; Wu, SW; Guo, YJ; Yu, JX; Shan, QC",Effects of chemical oxygen demand (COD)/N ratios on pollutants removal in the subsurface wastewater infiltration systems with/without intermittent aeration,intermittent aeration; pollutants removal; oxidation reduction potential; subsurface wastewater infiltration system,WATER SCIENCE AND TECHNOLOGY,10.2166/wst.2016.125
"Pan, J; Fei, HX; Song, SY; Yuan, F; Yu, L",Effects of intermittent aeration on pollutants removal in subsurface wastewater infiltration system,Subsurface wastewater infiltration system; Intermittent aeration; Oxidation reduction potential; Microbial population; Enzyme activity,BIORESOURCE TECHNOLOGY,10.1016/j.biortech.2015.05.023
"Lin, JL; Tu, YT; Chiang, PC; Chen, SH; Kao, CM",Using aerated gravel-packed contact bed and constructed wetland system for polluted river water purification: A case study in Taiwan,Aerated gravel-packed contact bed; Constructed wetland; River pollution; Water quality; Wetland hydrology,JOURNAL OF HYDROLOGY,10.1016/j.jhydrol.2015.03.049
"Wosiack, PA; Lopes, DD; Damianovic, MHRZ; Foresti, E; Granato, D; Barana, AC",Removal of COD and nitrogen from animal food plant wastewater in an intermittently-aerated structured-bed reactor,Removal of carbon; Removal of nitrogen; Nitrification; Denitrification; Biological reactor,JOURNAL OF ENVIRONMENTAL MANAGEMENT,10.1016/j.jenvman.2015.02.026
"Ding, Y; Wang, W; Song, XS; Wang, G; Wang, YH",Effect of spray aeration on organics and nitrogen removal in vertical subsurface flow constructed wetland,Vertical subsurface flow constructed wetland; Spray aeration; Nitrogen removal; Organics removal; Nitrification,CHEMOSPHERE,10.1016/j.chemosphere.2014.08.084
"Redmond, ED; Just, CL; Parkin, GF",Nitrogen Removal from Wastewater by an Aerated Subsurface-Flow Constructed Wetland in Cold Climates,subsurface-flow wetland; aeration; ammonia; nitrogen removal; vegetation; cold climate,WATER ENVIRONMENT RESEARCH,10.2175/106143013X13736496908591
"Sheng, YQ; Qu, YX; Ding, CF; Sun, QY; Mortimer, RJG",A combined application of different engineering and biological techniques to remediate a heavily polluted river,Polluted river; Aeration; Biological aerated filter; Bioremediation; China,ECOLOGICAL ENGINEERING,10.1016/j.ecoleng.2013.04.004
"Liu, L; Zhao, XH; Zhao, N; Shen, Z; Wang, M; Guo, YZ; Xu, YB",Effect of aeration modes and influent COD/N ratios on the nitrogen removal performance of vertical flow constructed wetland,Vertical flow constructed wetland; Nitrogen removal; Aeration mode; COD/N ratio; Plant assimilation; Dissolved oxygen,ECOLOGICAL ENGINEERING,10.1016/j.ecoleng.2013.04.019
"Lu, XM; Lu, PZ; Huang, MS; Dai, LP",SEASONAL VARIATIONS AND AERATION EFFECTS ON WATER QUALITY IMPROVEMENTS AND PHYSIOLOGICAL RESPONSES OF NYMPHAEA TETRAGONA GEORGI,aeration; hydrophytes; plant morphology and physiology; water quality; seasonal variation,INTERNATIONAL JOURNAL OF PHYTOREMEDIATION,10.1080/15226514.2012.716103
"Fan, JL; Liang, S; Zhang, B; Zhang, J",Enhanced organics and nitrogen removal in batch-operated vertical flow constructed wetlands by combination of intermittent aeration and step feeding strategy,Batch-operated vertical flow constructed wetlands; Nitrogen removal; Intermittent aeration; Step feeding; Denitrification; Nitrification,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,10.1007/s11356-012-1130-7
"Xia, HX; Zhu, QH",Purification Effect of Self-aeration Constructed Wetlands on COD,artificial aeration; self-aeration; domestic animal breeding wastewater,"MATERIAL DESIGN, PROCESSING AND APPLICATIONS, PARTS 1-4",10.4028/www.scientific.net/AMR.690-693.1122
"Wang, L; Li, GX; Chazarenc, F; Liu, CX; Li, J","Effect of artificial aeration, inoculation of bacteria and plant growth on nutrient removal from poultry wastewater in trickling columns fed with reactive media",Trickling columns; wastewater; nutrient removal; inoculation of nitrifying and denitrifying bacteria; artificial aeration; Oryza globerrima,JOURNAL OF FOOD AGRICULTURE & ENVIRONMENT,
"Zhao, J; Lang, XM; Chao, L",The Pilot-scale Study of Constructed Intensified Biological Bed on the Purification of Northern Transboundary Polluted River Water,polluted river; biological bed; intensified aeration; recirculation,"RENEWABLE AND SUSTAINABLE ENERGY, PTS 1-7",10.4028/www.scientific.net/AMR.347-353.2727
"Zhao, F; Lu, XM; Huang, MS",PHYSIOLOGICAL RESPONSE AND POLLUTANT REMOVAL EFFICIENCY OF Pontederia cordata TO URBAN POLLUTED RIVER WATER UNDER AERATION CONDITION,physiological response; removal efficiency; P. cordata; aeration; purifying tank,FRESENIUS ENVIRONMENTAL BULLETIN,
"Hamdan, R; Mara, DD",The effect of aerated rock filter geometry on the rate of nitrogen removal from facultative pond effluents,aerated rock filters; ammonium nitrogen; facultative ponds; horizontal flow; vertical flow,WATER SCIENCE AND TECHNOLOGY,10.2166/wst.2011.102
"Forbes, DA; Reddy, GB; Hunt, PG; Poach, ME; Ro, KS; Cyrus, JS",Comparison of aerated marsh-pond-marsh and continuous marsh constructed wetlands for treating swine wastewater,Constructed wetlands; marsh-pond-marsh design; continuous marsh; N removal,JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART A-TOXIC/HAZARDOUS SUBSTANCES & ENVIRONMENTAL ENGINEERING,10.1080/10934521003708927
"Tang, XQ; Huang, SL; Scholz, M; Li, JZ","Nutrient Removal in Pilot-Scale Constructed Wetlands Treating Eutrophic River Water: Assessment of Plants, Intermittent Artificial Aeration and Polyhedron Hollow Polypropylene Balls",Constructed wetlands; Intermittent artificial aeration; Polyhedron hollow polypropylene balls; Chemical oxygen demand; Nitrogen; Phosphorus,WATER AIR AND SOIL POLLUTION,10.1007/s11270-008-9791-z
"Wang, CY; Fang, F; Guo, JS",Experimental study on CRI treating sewage at different wet/dry ratios in Three Gorges Reservoir Region,constructed rapid infiltration system; wet/dry ratio; aeration; Three Gorges Reservoir Region; sewage,JOURNAL OF CENTRAL SOUTH UNIVERSITY OF TECHNOLOGY,10.1007/s11771-007-0452-y
"Noorvee, A; Poldvere, E; Mander, U",The effect of pre-aeration on the purification processes in the long-ten-n performance of a horizontal subsurface flow constructed wetland,aeration; denitrification; constructed wetland; horizontal flow; nitrification; vertical flow,SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2007.02.018
"Johnson, ML; Mara, DD",Ammonia removal from facultative pond effluents in a constructed wetland and an aerated rock filter: Performance comparison in winter and summer,waste stabilization ponds; aeration; ammonia; rock filter; constructed wetland,WATER ENVIRONMENT RESEARCH,10.2175/106143007X197939
"Noorvee, A; Repp, K; Poldvere, E; Mander, U",The effects of aeration and the application of the k-C* model in a subsurface flow constructed wetland,aeration capacity; k-C* model; oxygen demand; vertical subsurface flow wetland,JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART A-TOXIC/HAZARDOUS SUBSTANCES & ENVIRONMENTAL ENGINEERING,10.1081/ESE-200055884
